Quote|Character|Nation|Bending|Episode|Book
Yeah. We're all going to get eaten by a spirit monster.|Sokka|Water|None|Winter Solstice Part 1: The Spirit World|Water
He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West. The once-great General Iroh, but now, he's our prisoner.|Earthbender captain|Earth|Earth|Winter Solstice Part 1: The Spirit World|Water
Hello, Spirit? Can you hear me? This is the Avatar speaking. I'm here to try to help stuff.|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
This isn't right. We can't sit here and cower while Aang waits for some monster to show up.|Sokka|Water|None|Winter Solstice Part 1: The Spirit World|Water
Where are you, Hei Bai? Well ... spirit ... uhhh ... I hereby ask you to please leave this village in peace.|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
The Avatar's methods are ... unusual.|Senlin Village leader|Earth|None|Winter Solstice Part 1: The Spirit World|Water
Please, would you stop destroying things and listen?|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
Land doesn't slide uphill. Those rocks didn't move naturally. My uncle's been captured by earthbenders!|Zuko|Fire|Fire|Winter Solstice Part 1: The Spirit World|Water
A place you're quite familiar with, actually. You once laid siege to it for 600 days, but it would not yield to you.|Earthbender captain|Earth|Earth|Winter Solstice Part 1: The Spirit World|Water
I acknowledge my defeat at Ba Sing Se. After 600 days away from home, my men were tired, and I was tired. And I'm still tired.|Iroh|Fire|Fire|Winter Solstice Part 1: The Spirit World|Water
I'm in the Spirit World!|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
You're Avatar Roku's animal guide! Like Appa is to me!|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
Nothing. Actually, there is a bit of a problem. My old joints are sore and aching, and these shackles are too loose.|Iroh|Fire|Fire|Winter Solstice Part 1: The Spirit World|Water
Now would you please put on some clothes?|Zuko|Fire|Fire|Winter Solstice Part 1: The Spirit World|Water
You're the spirit of this forest! Now I understand. You're upset and angry because your home was burned down. When I saw the forest had burned, I was sad and upset, but my friend gave me hope that the forest would grow back.|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
There's a temple on a crescent-shaped island and if I go there on the solstice, I'll be able to speak with him.|Aang|Air|All|Winter Solstice Part 1: The Spirit World|Water
Let's go, Appa! Come on, boy! Look I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us. If they got hurt, I'd never forgive myself. So get your big butt off the ground and let's go!|Aang|Air|All|Winter Solstice Part 2: Avatar Roku|Water
I think his big butt is trying to tell ya something.|Sokka|Water|None|Winter Solstice Part 2: Avatar Roku|Water
Please don't go Aang. The world can't afford to lose you to the Fire Nation. Neither can I.|Katara|Water|Water|Winter Solstice Part 2: Avatar Roku|Water
I need to get to the Fire Temple before the sun sets on the solstice. That's today!|Aang|Air|All|Winter Solstice Part 2: Avatar Roku|Water
Sailing into Fire Nation waters ... Of all the foolish things you've done in your sixteen years, Prince Zuko, this is the most foolish!|Iroh|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Have you completely forgotten that the Fire Lord banished you?|Iroh|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
I'm chasing the Avatar! My father will understand why I am returning home!|Zuko|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
You give him too much credit. My brother is not the understanding type!|Iroh|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Uh, really Prince Zuko, couldn't you shoot them down with something more fragrant?|Iroh|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
We have to get out of Zuko's range, before he shoots another hot stinker at us!|Katara|Water|Water|Winter Solstice Part 2: Avatar Roku|Water
Can't you make Appa go any faster?|Sokka|Water|None|Winter Solstice Part 2: Avatar Roku|Water
Let's run this blockade!|Sokka|Water|None|Winter Solstice Part 2: Avatar Roku|Water
Please Prince Zuko! If the Fire Nation captures you, there is nothing I can do! Do not follow the Avatar.|Iroh|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
The Avatar. And the banished prince. This must be my lucky day.|Zhao|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
You did it buddy. Nice flying.|Aang|Air|All|Winter Solstice Part 2: Avatar Roku|Water
No! I'm good. Refreshed and ready to fight some firebenders!|Sokka|Water|None|Winter Solstice Part 2: Avatar Roku|Water
We are the Fire Sages. Guardians of the temple of the Avatar.|Great Fire Sage|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
If the Avatar contacts Roku, there's no telling how powerful the boy will become! Split up and find him.|Great Fire Sage|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Firebenders aren't our friends!|Shyu|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
If Zhao wants to follow a trail of smoke, then that's exactly what I'll let him do.|Zuko|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Many generations of Fire Sages guarded this Fire Temple long before me. We all have a strong spiritual connection to this place.|Shyu|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Things have changed. In the past, the sages were loyal only to the Avatar. When Roku died, the sages eagerly awaited for the next Avatar to return. But he never came.|Shyu|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Hey don't feel bad. You're only a hundred years late!|Sokka|Water|None|Winter Solstice Part 2: Avatar Roku|Water
You've really outdone yourself this time, Sokka.|Katara|Water|Water|Winter Solstice Part 2: Avatar Roku|Water
Sokka, you're a genius!|Katara|Water|Water|Winter Solstice Part 2: Avatar Roku|Water
Did the definition of genius change over the last hundred years?|Aang|Air|All|Winter Solstice Part 2: Avatar Roku|Water
It's good to see you Aang. What took you so long?|Roku|Fire|All|Winter Solstice Part 2: Avatar Roku|Water
Two traitors in one day, the Fire Lord will be pleased.|Zhao|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
Fire Lord Sozin used that comet to begin the War. He and his firebending army harnessed its incredible power, and dealt a deadly first strike against the other nations.|Roku|Fire|All|Winter Solstice Part 2: Avatar Roku|Water
Sozin's Comet will return by the end of this summer, and Fire Lord Ozai will use its power to finish the War, once and for all. If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You must defeat the Fire Lord, before the comet arrives.|Roku|Fire|All|Winter Solstice Part 2: Avatar Roku|Water
Mastering the elements takes years of discipline and practice. But if the world is to survive, you must do it by summer's end.|Roku|Fire|All|Winter Solstice Part 2: Avatar Roku|Water
I know you can do it Aang. For you have done it before.|Roku|Fire|All|Winter Solstice Part 2: Avatar Roku|Water
No Prince, no Avatar! Apparently, the only thing I do have is five traitors!|Zhao|Fire|Fire|Winter Solstice Part 2: Avatar Roku|Water
A couple of more years and you might be ready to fight a sea sponge.|Pakku|Water|Water|The Siege of the North, Part 1|Water
Katara, you've advanced more quickly than any student I've ever trained. You have proven that with fierce determination, passion and hard work, you can accomplish anything.|Pakku|Water|Water|The Siege of the North, Part 1|Water
I grew up in a block of ice. It's not exactly a cultural hub.|Sokka|Water|None|The Siege of the North, Part 1|Water
Just think, centuries from now, people will study the great Admiral Zhao, who destroyed the last of the Water Tribe civilization.|Zhao|Fire|Fire|The Siege of the North, Part 1|Water
History is not always kind to its subjects.|Iroh|Fire|Fire|The Siege of the North, Part 1|Water
I wish we could just be friends, but I like you too much and it's too confusing to be around you. I'm marrying someone else!|Yue|Water|Water|The Siege of the North, Part 1|Water
As we approach the battle for our existence, I call upon the great spirits. Spirit of the Ocean! Spirit of the Moon! Be with us!|Arnook|Water|None|The Siege of the North, Part 1|Water
The stillness before battle is unbearable. Such a quiet dread.|Arnook|Water|None|The Siege of the North, Part 1|Water
I wasn't there when the Fire Nation attacked my people. I'm going to make a difference this time.|Aang|Air|All|The Siege of the North, Part 1|Water
I must have taken out a dozen Fire Navy ships, but there's just too many of them. I can't fight them all.|Aang|Air|All|The Siege of the North, Part 1|Water
I'm just one kid.|Aang|Air|All|The Siege of the North, Part 1|Water
If you're fishing for an octopus my nephew, you need a tightly woven net, or he will squeeze through the tiniest hole and escape.|Iroh|Fire|Fire|The Siege of the North, Part 1|Water
I'm sorry. I just nag you, because ... well, ever since I lost my son ... I think of you as my own.|Iroh|Fire|Fire|The Siege of the North, Part 1|Water
Princess Yue is wasted on a self-absorbed weasel like you!|Sokka|Water|None|The Siege of the North, Part 1|Water
The legends say the moon was the first waterbender. Our ancestors saw how it pushed and pulled the tides and learned how to do it themselves.|Yue|Water|Water|The Siege of the North, Part 1|Water
Our strength comes from the spirit of the moon. Our life comes from the spirit of the ocean. They work together to keep balance.|Yue|Water|Water|The Siege of the North, Part 1|Water
The Avatar is the bridge between our world and the Spirit World! Aang can talk to them!|Katara|Water|Water|The Siege of the North, Part 1|Water
Oh, no. Hahn's out there on the top-secret mission while I'm here sharpening my boomerang. Everything's fine.|Sokka|Water|None|The Siege of the North, Part 1|Water
No, he's my friend. I'm perfectly capable of protecting him.|Katara|Water|Water|The Siege of the North, Part 1|Water
You rise with the moon ... I rise with the sun.|Zhao|Fire|Fire|The Siege of the North, Part 1|Water
The Ocean and the Moon are ancient spirits. They crossed over the Spirit World to the mortal world very near the beginning.|Roku|Fire|All|The Siege of the North, Part 2|Water
The spirit's name is Koh, but he is very dangerous. They call him the Face Stealer. When you speak with him, you must be very careful to show no emotion at all. Not the slightest expression, or he will steal your face.|Roku|Fire|All|The Siege of the North, Part 2|Water
My father says she was born lucky. He says I was lucky to be born.|Zuko|Fire|Fire|The Siege of the North, Part 2|Water
If we don't defeat the Water Tribe before the full moon rises, they will be undefeatable.|Iroh|Fire|Fire|The Siege of the North, Part 2|Water
Admiral Choi! Prepare to meet your fate!|Hahn|Water|None|The Siege of the North, Part 2|Water
I knew then that these spirits could be found and killed. And that it was my destiny to do so.|Zhao|Fire|Fire|The Siege of the North, Part 2|Water
Zhao, the spirits are not to be trifled with!|Iroh|Fire|Fire|The Siege of the North, Part 2|Water
The Ocean and Moon gave up their immortality to become a part of our world. And now they will face the consequences.|Zhao|Fire|Fire|The Siege of the North, Part 2|Water
If we know anything, it's that Zuko never gives up|Sokka|Water|None|The Siege of the North, Part 2|Water
It's been a long time since I've added a child's face to my collection.|Koh|None|None|The Siege of the North, Part 2|Water
Tui and La, your moon and ocean, have always circled each other in an eternal dance. They balance each other, push and pull, life and death, good and evil, yin and yang.|Koh|None|None|The Siege of the North, Part 2|Water
Here for a rematch?|Zuko|Fire|Fire|The Siege of the North, Part 2|Water
Hey, this is some quality rope!|Sokka|Water|None|The Siege of the North, Part 2|Water
Yeah, this makes a lot of sense. Let's bring the guy who's constantly trying to kill us.|Sokka|Water|None|The Siege of the North, Part 2|Water
I owe the Moon Spirit my life.|Yue|Water|Water|The Siege of the North, Part 2|Water
The Fire Nation will, for generations, tell stories about the great Zhao, who darkened the moon. They will call me, Zhao the Conqueror, Zhao the Moon Slayer, Zhao the Invincible!|Zhao|Fire|Fire|The Siege of the North, Part 2|Water
It's my destiny, to destroy the moon and the Water Tribe.|Zhao|Fire|Fire|The Siege of the North, Part 2|Water
Without the moon, everything would fall out of balance. You have no idea what kind of chaos that would unleash on the world.|Aang|Air|All|The Siege of the North, Part 2|Water
I'm no traitor, Zhao, the Fire Nation needs the moon, too; we all depend on the balance. Whatever you do to that spirit I'll unleash on you ten-fold.|Iroh|Fire|Fire|The Siege of the North, Part 2|Water
Goodbye, Sokka. I'll always be with you.|Yue|Water|Water|The Siege of the North, Part 2|Water
Iroh is a traitor, and your brother Zuko is a failure. I have a task for you.|Ozai|Fire|Fire|The Siege of the North, Part 2|Water
Colonel Shinu, please reconsider ... Their precision is legendary. The Yuyan can pin a fly to a tree from one hundred yards away ... without killing it.|Zhao|Fire|Fire|The Blue Spirit|Water
It appears I've been promoted to Admiral. My request ... is now an order.|Zhao|Fire|Fire|The Blue Spirit|Water
You know what I love about Appa the most? His sense of humor.|Sokka|Water|None|The Blue Spirit|Water
That's how Sokka started yesterday. Now look at him! He thinks he's an earthbender!|Aang|Air|All|The Blue Spirit|Water
Listen carefully, Momo. I need you to take this to the river, and fill it with water.|Katara|Water|Water|The Blue Spirit|Water
So this is the great Avatar. Master of all the elements. I don't know how you've managed to elude the Fire Nation for a hundred years, but your little game of hide and seek is over.|Zhao|Fire|Fire|The Blue Spirit|Water
I've never hidden from you! Untie me and I'll fight you right now|Aang|Air|All|The Blue Spirit|Water
Tell me, how does it feel to be the only airbender left? Do you miss your people? Don't worry, you won't be killed like they were.|Zhao|Fire|Fire|The Blue Spirit|Water
See, if you die you will just be reborn and the Fire Nation would have to start searching all over again. So I'll keep you alive, but just barely.|Zhao|Fire|Fire|The Blue Spirit|Water
This is the year Sozin's Comet returns to grant us its power! This is the year the Fire Nation breaks through the walls of Ba Sing Se and burns the city to the ground!|Zhao|Fire|Fire|The Blue Spirit|Water
What? No! Don't leave, frogs! My friends are sick and they need you! Please go back to being frozen!|Aang|Air|All|The Blue Spirit|Water
My frogs! Come back! And stop thawing out!|Aang|Air|All|The Blue Spirit|Water
Wait! My friends need to suck on those frogs!|Aang|Air|All|The Blue Spirit|Water
Who's this 'Aang' kid you keep talking about, Your Highness?|Sokka|Water|None|The Blue Spirit|Water
Hold your fire! The Avatar must be captured alive!|Zhao|Fire|Fire|The Blue Spirit|Water
If we knew each other back then, do you think we could have been friends, too?|Aang|Air|All|The Blue Spirit|Water
What? Like you're ready to go right now, naked guy?|Katara|Water|Water|The Cave of Two Lovers|Earth
So you were showing me the octopus form?|Katara|Water|Water|The Cave of Two Lovers|Earth
You make a fine octopus, Pupil Aang.|Katara|Water|Water|The Cave of Two Lovers|Earth
Don't fall in love with the traveling girl. She'll leave you broke and brokenhearted.|Chong|Earth|None|The Cave of Two Lovers|Earth
You guys are nomads? That's great! I'm a nomad!|Aang|Air|All|The Cave of Two Lovers|Earth
Oh. Nice underwear ...|Chong|Earth|None|The Cave of Two Lovers|Earth
I didn't find anything to eat! I can't live like this! I wasn't meant to be a fugitive.|Zuko|Fire|Fire|The Cave of Two Lovers|Earth
You're looking at the rare white dragon bush. Its leaves make a tea so delicious, it's heartbreaking. That, or it's the white jade, which is poisonous.|Iroh|Fire|Fire|The Cave of Two Lovers|Earth
Hmm ... delectable tea? Or deadly poison?|Iroh|Fire|Fire|The Cave of Two Lovers|Earth
We need to get to Omashu. No sidetracks, no worms and definitely no rainbows.|Sokka|Water|None|The Cave of Two Lovers|Earth
You got to focus less on the 'where' and more on the 'going'.|Lily|Earth|None|The Cave of Two Lovers|Earth
Two lovers, forbidden from one another, the war divides their people and the mountain divides them apart! Built a path to be together!|Chong|Earth|None|The Cave of Two Lovers|Earth
Secret love cave, let's go.|Sokka|Water|None|The Cave of Two Lovers|Earth
These are bacui berries, known to cure the poison of the white jade. That, or maka'ole berries that cause blindness|Iroh|Fire|Fire|The Cave of Two Lovers|Earth
But where are we going to go? We're enemies of the Earth Kingdom and fugitives from the Fire Nation.|Iroh|Fire|Fire|The Cave of Two Lovers|Earth
All you need to do is trust in love ... according to the curse|Lily|Earth|None|The Cave of Two Lovers|Earth
The curse says that only those who trust in love can make it through the caves. Otherwise, you'll be trapped in them forever.|Chong|Earth|None|The Cave of Two Lovers|Earth
That's it! There's no way we're going through some cursed hole!|Sokka|Water|None|The Cave of Two Lovers|Earth
Everyone into the hole!|Sokka|Water|None|The Cave of Two Lovers|Earth
Names? Of course we have names. I'm, uh ... Lee and this is my Uncle, uh ... Mushi?|Zuko|Fire|Fire|The Cave of Two Lovers|Earth
When I was a little girl, the Fire Nation raided our farming village. All the men were taken away. That was the last time I saw my father.|Song|Earth|None|The Cave of Two Lovers|Earth
It's a giant flying thing with teeth!|Chong|Earth|None|The Cave of Two Lovers|Earth
Oh, don't let the cave-in get you down! Don't let the falling rocks turn your smile into a frown! When the tunnels are darkest, that's when you need a clown, hey! Don't let the cave-in get you down, Sokka!|Chong|Earth|None|The Cave of Two Lovers|Earth
The villages were enemies, so they could not be together ... but their love was strong and they found a way.|Katara|Water|Water|The Cave of Two Lovers|Earth
The two lovers learned earthbending from the badgermoles; they became the first earthbenders.|Katara|Water|Water|The Cave of Two Lovers|Earth
They built elaborate tunnels, so they could meet secretly. Anyone who tried to follow them would be forever in the labyrinth. But, one day, the man didn't come he'd died in the war between the two villages. Devastated, the woman unleashed a terrible display of her earthbending power - she could have destroyed them all .. but, instead, she declared the war over. Both villages helped her build a new city where they would live together in peace. The woman's name was Oma and the man's name was Shu. The great city was named Omashu as a monument to their love.|Katara|Water|Water|The Cave of Two Lovers|Earth
Love is brightest in the dark.|Katara|Water|Water|The Cave of Two Lovers|Earth
Whoa, whoa, wait a minute. We're thinking of ideas? Because I've had an idea for, like, an hour now.|Chong|Earth|None|The Cave of Two Lovers|Earth
Well, what if we ... kissed?|Katara|Water|Water|The Cave of Two Lovers|Earth
Us kissing. What was I thinking? Can you imagine that?|Katara|Water|Water|The Cave of Two Lovers|Earth
Yeah. I definitely wouldn't want to kiss you!|Aang|Air|All|The Cave of Two Lovers|Earth
What? I'm saying is I would rather kiss you than die - that's a compliment|Aang|Air|All|The Cave of Two Lovers|Earth
Even if you're lost, you can't lose the love because it's in your heart ...|Chong|Earth|None|The Cave of Two Lovers|Earth
I know you don't think there's any hope left in the world, but there is hope. The Avatar has returned.|Song|Earth|None|The Cave of Two Lovers|Earth
The big, bad badgermoles who earthbend the tunnels, hate the wolfbats, but love the sounds!|Chong|Earth|None|The Cave of Two Lovers|Earth
Just like the legend said, we let love lead the way.|Aang|Air|All|The Cave of Two Lovers|Earth
Really? We let huge, ferocious beasts lead our way.|Sokka|Water|None|The Cave of Two Lovers|Earth
Nobody react to what I'm about to tell you: I think that kid might be the Avatar!|Chong|Earth|None|The Cave of Two Lovers|Earth
They will if you ask nicely. Spare change for a hungry old man?|Iroh|Fire|Fire|The Swamp|Earth
The coin is appreciated, but not as much as your smile!|Iroh|Fire|Fire|The Swamp|Earth
It's a long, long way to Ba Sing Se, but the girls in the city, they look so pretty!|Iroh|Fire|Fire|The Swamp|Earth
They kiss so sweet that you really got to meet the girls from Ba Sing Se!|Iroh|Fire|Fire|The Swamp|Earth
I know this is going to sound weird, but I think the swamp is calling to me.|Aang|Air|All|The Swamp|Earth
No offense to the swamp, but I don't see any land there to land on.|Sokka|Water|None|The Swamp|Earth
Maybe you should listen to Aang. Something about this place feels ... alive.|Katara|Water|Water|The Swamp|Earth
I'm sure there are lots of things that are alive here and if we don't wanna wind up getting eaten by them, we need to find Appa as fast as we can.|Sokka|Water|None|The Swamp|Earth
No, I asked the swamp. It said this was fine. Right, swamp? 'No problem, Sokka!'|Sokka|Water|None|The Swamp|Earth
Stupid swamp! Dumb, ugly vines!|Sokka|Water|None|The Swamp|Earth
No, that's what they call a 'lemoo'. Saw one at a traveling show once. Real smart they say.|Tho|Water|Water|The Swamp|Earth
You think everything tastes like possum chicken.|Tho|Water|Water|The Swamp|Earth
Now, what would a lemoo need a shirt fer?|Tho|Water|Water|The Swamp|Earth
I protect the swamp from folks that want to hurt it, like this fella with his big knife.|Huu|Water|Water|The Swamp|Earth
Oh the swamp is a mystical place all right. It's sacred. I reached enlightenment right here under the banyan-grove tree.|Huu|Water|Water|The Swamp|Earth
See this whole swamp is actually just one tree spread out over miles. Branches spread and sink, take root, and spread some more. One big, living organism. Just like the entire world.|Huu|Water|Water|The Swamp|Earth
You think you're any different from me or your friends or this tree? If you listen hard enough, you can hear every living thing breathing together. You can feel everything growing. We're all living together, even if most folks don't act like it. We all have the same roots and we are all branches of the same tree.|Huu|Water|Water|The Swamp|Earth
Set my lines by the river bed! Caught ten fish and I killed 'em dead! Cut 'em and gut 'em and I tossed the heads in the water to keep them catgators fed.|Tho|Water|Water|The Swamp|Earth
You know, scared some folks, swung some vines, the usual.|Huu|Water|Water|The Swamp|Earth
Tastes just like arctic hen.|Sokka|Water|None|The Swamp|Earth
Oh, he don't eat no bugs! That's people food.|Due|Water|Water|The Swamp|Earth
Well, I hope you realize now that nothing strange was going on here.|Sokka|Water|None|The Swamp|Earth
I told you, we were hungry. I'm eating a giant bug!|Sokka|Water|None|The Swamp|Earth
What are you doing in my mouth?|Sokka|Water|None|Avatar Day|Earth
Momo, you need to be a little more sensitive to my boundaries.|Sokka|Water|None|Avatar Day|Earth
Oh, I see, so there's time to get your scrolls [Turning toward Aang.] and time to get your staff, but no time for my boomerang?|Sokka|Water|None|Avatar Day|Earth
I feel like I've lost part of my identity. Imagine if you lost your arrow, or Katara lost her ... hair loopies.|Sokka|Water|None|Avatar Day|Earth
I used to be boomerang guy ...|Sokka|Water|None|Avatar Day|Earth
Having a huge festival in your honor is great, but frankly, it's just nice to be appreciated.|Aang|Air|All|Avatar Day|Earth
That party pooper's my friend!|Aang|Air|All|Avatar Day|Earth
I find that hard to swallow, considering what you did to us in your past life! It was Avatar Kyoshi; she murdered our glorious leader, Chin the Great.|Tong|Earth|None|Avatar Day|Earth
Yeah! Back home, he was famous for solving the mystery of the missing seal jerky.|Katara|Water|Water|Avatar Day|Earth
Everyone wanted to blame it on the polar leopard, but I figured out it was Old Man Jarko wearing polar leopard boots! See, a real eight hundred-pound polar leopard would have left much deeper tracks.|Sokka|Water|None|Avatar Day|Earth
It was at sunset, 370 years ago today, that she emerged from the temple, and struck down Chin the Great. After that tragic day, we built this statue to immortalize our great leader.|Tong|Earth|None|Avatar Day|Earth
Simple. I say what happened then you say what happened, and then I decide who's right. That's why we call it justice. Because it's 'just us.'|Tong|Earth|None|Avatar Day|Earth
Everyone loved Chin the Great because he was so great. Then the Avatar showed up and killed him, and that's how it happened.|Tong|Earth|None|Avatar Day|Earth
Oh, yeah. You see ... I have very large feet. Furthermore ... your temple matches your statue. But ... I was in a painting at sunset. So, there you have it, I'm not guilty.|Aang|Air|All|Avatar Day|Earth
To be honest with you the best tea tastes delicious whether it comes in a porcelain pot or a tin cup.|Iroh|Fire|Fire|Avatar Day|Earth
I know we've had some difficult times lately. We've had to struggle just to get by. But it's nothing to be ashamed of. There is a simple honor in poverty.|Iroh|Fire|Fire|Avatar Day|Earth
There's no honor for me without the Avatar.|Zuko|Fire|Fire|Avatar Day|Earth
No, Zuko! You must never give in to despair. Allow yourself to slip down that road and you surrender to your lowest instincts.|Iroh|Fire|Fire|Avatar Day|Earth
In the darkest times, hope is something you give yourself. That is the meaning of inner strength.|Iroh|Fire|Fire|Avatar Day|Earth
I killed Chin the Conqueror.|Kyoshi|Earth|All|Avatar Day|Earth
I need to find my own way.|Zuko|Fire|Fire|Avatar Day|Earth
Community service! Please stop on community service!|Katara|Water|Water|Avatar Day|Earth
Gee, I'd love to help, but I'm supposed to be boiled in oil.|Aang|Air|All|Avatar Day|Earth
Boomerang! You do always come back!|Sokka|Water|None|Avatar Day|Earth
That's our new festival food! Un-fried dough. May we eat it and be reminded of how on this day the Avatar was not boiled in oil.|Tong|Earth|None|Avatar Day|Earth
This is by far the worst town we've ever been to.|Sokka|Water|None|Avatar Day|Earth
I practice hard every day with Toph and Katara. I've been training my arrow off!|Aang|Air|All|The Library|Earth
Should we just head west until we reach the Fire Lord's house? Knock, knock. Hello, Fire Lord? Anybody home? I don't think so.|Sokka|Water|None|The Library|Earth
I don't see anything wrong with having one of those fruity beverages while we plan our strategy.|Sokka|Water|None|The Library|Earth
Now tell me- what was the primary agricultural product of your people?|Zei|Earth|None|The Library|Earth
You spent years walking through the desert to find some guy's library?|Toph|Earth|Earth|The Library|Earth
Wan Shi Tong and his knowledge seekers collected books from all over the world, and put them on display for mankind to read, so that we might better ourselves.|Zei|Earth|None|The Library|Earth
I'd like to spend my vacation at the library!|Sokka|Water|None|The Library|Earth
You gotta work here a little longer before you qualify for vacation time.|Sokka|Water|None|The Library|Earth
I've made several trips into the Si Wong Desert and almost died each time.|Zei|Earth|None|The Library|Earth
Tell me, sky bison, are you the last of your breed? Delightful! I only wish I spoke his tongue. Oh, the stories this beast could tell.|Zei|Earth|None|The Library|Earth
There it is! That's what it will sound like when one of you spots it.|Toph|Earth|Earth|The Library|Earth
I've held books before. And I gotta tell you, they don't exactly do it for me.|Toph|Earth|Earth|The Library|Earth
You should leave the way you came. Unless you want to become a stuffed head of anthropology.|Wan Shi Tong|None|None|The Library|Earth
I am Wan Shi Tong, 'He Who Knows Ten Thousand Things.' And you are obviously humans, which, by the way, are no longer permitted in my study.|Wan Shi Tong|None|None|The Library|Earth
Humans only bother learning things to get the edge on other humans. Like that firebender who came to this place a few years ago, looking to destroy his enemy. So ... who are you trying to destroy?|Wan Shi Tong|None|None|The Library|Earth
If you're going to lie to an all-knowing spirit being, you should at least put some effort into it.|Wan Shi Tong|None|None|The Library|Earth
You're not very bright, are you?|Wan Shi Tong|None|None|The Library|Earth
So ... you like ... flying?|Toph|Earth|Earth|The Library|Earth
Aang, did you know in a past life, you were left-handed?|Katara|Water|Water|The Library|Earth
That's so unfair! Just when I think I'm one step ahead of the Fire Nation, it turns out they beat us here a long time ago.|Sokka|Water|None|The Library|Earth
Shh, Katara, not in front of the fox, he's with the owl|Sokka|Water|None|The Library|Earth
Mortals are so predictable, and such terrible liars. You betrayed my trust. From the beginning, you intended to misuse this knowledge for evil purposes.|Wan Shi Tong|None|None|The Library|Earth
You don't understand. If anyone's evil, it's the Fire Nation. You saw what they did to your library. They're destructive and dangerous.|Sokka|Water|None|The Library|Earth
You think you're the first person to believe their war was justified? Countless others before you have come here seeking weapons or weaknesses or battle strategies.|Wan Shi Tong|None|None|The Library|Earth
Great Knowledge Spirit, I beg you, do not destroy your vast collection of priceless tomes.|Zei|Earth|None|The Library|Earth
Your waterbending won't do you much good here. I've studied Northern water style, Southern water style, even Foggy Swamp style|Wan Shi Tong|None|None|The Library|Earth
I'm not leaving. I can't. I've spent too long trying to find this place. There's not another collection of knowledge like this on earth. I could spend an eternity in here.|Zei|Earth|None|The Library|Earth
Sure, five thousand year-old maps from the spirit library. Just splash some water on 'em.|Sokka|Water|None|The Serpent's Pass|Earth
Katara, it's okay. I know I was upset about losing Appa before, but I just want to focus on getting to Ba Sing Se and telling the Earth King about the solar eclipse|Aang|Air|All|The Serpent's Pass|Earth
Deadly route. Great pick, Sokka!|Toph|Earth|Earth|The Serpent's Pass|Earth
Who would have thought after all these years, I'd return to the scene of my greatest military disgrace ... as a tourist!|Iroh|Fire|Fire|The Serpent's Pass|Earth
Look around. We're not tourists, we're refugees. Ugh! I'm sick of eating rotten food, sleeping in the dirt. I'm tired of living like this!|Zuko|Fire|Fire|The Serpent's Pass|Earth
Ahhh! My cabbages!|Cabbage merchant|Earth|None|The Serpent's Pass|Earth
It is your pleasure. As you can see, I am blind and these three imbeciles are my valets.|Toph|Earth|Earth|The Serpent's Pass|Earth
Yeah, I got a problem with you! I've seen your type before. Probably sarcastic, think you're hilarious and let me guess, you're traveling with the Avatar.|Suki|Earth|None|The Serpent's Pass|Earth
Suki!|Sokka|Water|None|The Serpent's Pass|Earth
Ahhh, I'll grab a tree branch and do a few chin touches every now and then. Nothing major.|Sokka|Water|None|The Serpent's Pass|Earth
After you left Kyoshi, we wanted to find a way to help people. We ended up escorting some refugees and we've been here ever since.|Suki|Earth|None|The Serpent's Pass|Earth
No passports, no tickets!|Ticket lady|Earth|None|The Serpent's Pass|Earth
No exceptions! If I just gave away tickets willy-nilly to anyone, there would be no more order! You know what that means, no more civilization!|Ticket lady|Earth|None|The Serpent's Pass|Earth
I can't believe we gave up our tickets and now we're going through the Serpent's Pass.|Sokka|Water|None|The Serpent's Pass|Earth
Sokka, I thought you'd want me to come.|Suki|Earth|None|The Serpent's Pass|Earth
This is the Serpent's Pass? I thought it would be a little more wind-y, you know, like a serpent. Huh, I guess they misnamed it.|Sokka|Water|None|The Serpent's Pass|Earth
How can we abandon hope? It's all we have!|Ying|Earth|None|The Serpent's Pass|Earth
The monks used to say that hope was just a distraction, so maybe we do need to abandon it.|Aang|Air|All|The Serpent's Pass|Earth
Thanks for saving my life, Toph. Hey, no problem, Sokka.|Toph|Earth|Earth|The Serpent's Pass|Earth
